"SYMBOL","FC","logFC","P.Value","adj.P.Val","AveExpr","t","B","Directory","DEG_test"
"Ptn",-1.35035202797881,-0.433335557509041,0.000337887843938647,0.0198368321712314,9.4745357141932,-3.58967179658385,-0.054908289195045,"L4","VehicleVsPCB_in_WTs"
"2900055J20Rik",-1.33048227129851,-0.411949286549443,0.000358094962981168,0.0201822321136186,9.47692225167586,-3.57441798956039,-0.107788124608725,"L4","VehicleVsPCB_in_WTs"
"Plcb1",-1.29584920594205,-0.373897845925532,0.00037569818391764,0.0203599515823059,9.14277238187567,-3.56177262600295,-0.192802066908472,"L4","VehicleVsPCB_in_WTs"
"Chn1",-1.32953151240179,-0.410917972191452,0.000437604576615129,0.0228364758685451,9.73040165905988,-3.52131670560071,-0.266396803553866,"L4","VehicleVsPCB_in_WTs"
"Atp1b1",-1.32041920955418,-0.400996032257583,0.000515128235178623,0.0259219886916672,9.84721145836032,-3.47760462494508,-0.404712097087444,"L4","VehicleVsPCB_in_WTs"
"Hpca",-1.25845044636705,-0.331648409039187,0.000643056293888918,0.0312436661410167,8.93659941175813,-3.41737881585799,-0.724884148978302,"L4","VehicleVsPCB_in_WTs"
"Gabrg2",-1.30684342647619,-0.386086301517687,0.000842220273636072,0.0395562788517742,9.59775712609051,-3.34286044733148,-0.860597696351959,"L4","VehicleVsPCB_in_WTs"
"Brinp3",-1.3190049494407,-0.399449978175621,0.000948228572785383,0.0423943391547544,9.58195127463493,-3.30966040069696,-0.966731601026289,"L4","VehicleVsPCB_in_WTs"
"Gpm6b",-1.29518781953826,-0.373161323138552,0.000967451618569623,0.0423943391547544,9.57179247556544,-3.30401161576829,-0.989591261369864,"L4","VehicleVsPCB_in_WTs"
"Ndfip1",-1.29984048612907,-0.378334589414875,0.000992912130664937,0.0423943391547544,9.65785286553931,-3.29668793696817,-1.00410063561215,"L4","VehicleVsPCB_in_WTs"
"Gm29674",-1.19751408369051,-0.260042623269162,0.00120296717604568,0.0498523750308341,8.52946694038088,-3.24214469842268,-1.43454335940099,"L4","VehicleVsPCB_in_WTs"
"Syt1",-1.39040410415532,-0.475504245777455,8.82020383642814e-06,0.0174728237999641,11.0614441010225,-4.44918748563062,2.62496384045251,"L5","VehicleVsPCB_in_WTs"
"Meis2",1.73637020224114,0.796074569901198,3.32577522911549e-12,3.22267619701291e-09,9.3515540014694,7.05047049599848,17.2230105493886,"Lamp5","VehicleVsPCB_in_WTs"
"Erbb4",-1.93125926400356,-0.94954185345711,8.38354584636005e-12,4.06182796256144e-09,9.65656208017264,-6.91427039209672,16.3336554042774,"Lamp5","VehicleVsPCB_in_WTs"
"Npy",-2.91557723295182,-1.54378153991791,8.02753915956567e-10,2.59289514853971e-07,10.6727301101459,-6.20453719709839,11.972368484899,"Lamp5","VehicleVsPCB_in_WTs"
"Slc6a1",-1.78308372652695,-0.834374447780196,2.29738014772911e-09,5.56540340787377e-07,9.8253286725451,-6.03063087802938,10.9863464672227,"Lamp5","VehicleVsPCB_in_WTs"
