"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Directory","DEG_test"
"Dilated cardiomyopathy (DCM)","4/90",0.0313701095491366,0.13639178064842,0,0,3.51520572450805,12.1692898702765,"TPM1;GNAS;ATP2A2;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"IL-17 signaling pathway","4/91",0.0324841289322427,0.138230335881884,0,0,3.47462422634836,11.9075499042324,"GSK3B;HSP90AA1;HSP90AB1;HSP90B1","Pvalb","VehicleVsPCB_in_WTs"
"Morphine addiction","4/92",0.0336210819205769,0.140087841335737,0,0,3.43496503496503,11.6534691467622,"GABRA1;GNAS;GABRG3;GABRG2","Pvalb","VehicleVsPCB_in_WTs"
"Prostate cancer","4/97",0.0396510680674376,0.161841094152806,0,0,3.2494623655914,10.4880862411756,"GSK3B;HSP90AA1;HSP90AB1;HSP90B1","Pvalb","VehicleVsPCB_in_WTs"
"Melanogenesis","4/100",0.0435458897937514,0.174183559175005,0,0,3.1474358974359,9.86387512785621,"GSK3B;CAMK2A;GNAS;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"HIF-1 signaling pathway","4/104",0.0490617991174972,0.190559505735971,0,0,3.02092307692308,9.10709997504054,"CAMK2A;ELOB;ALDOA;GAPDH","Pvalb","VehicleVsPCB_in_WTs"
"Human papillomavirus infection","9/360",0.0502779304565206,0.190559505735971,0,0,1.9492207139266,5.82853844744493,"GSK3B;ATP6V0B;ATP6V1G2;PPP2R2B;GNAS;ATP6V1H;ATP6V0C;ATP6V1C1;ATP6V0A1","Pvalb","VehicleVsPCB_in_WTs"
"Pancreatic secretion","4/105",0.0504982690200322,0.190559505735971,0,0,2.99086062452399,8.93016016481996,"GNAS;ATP2A2;ATP1A3;ATP1B1","Pvalb","VehicleVsPCB_in_WTs"
"Oxytocin signaling pathway","5/154",0.0537380770204471,0.199029914890545,0,0,2.53776787333834,7.41950306682473,"MEF2C;CAMK2A;GNAS;CALM1;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Rap1 signaling pathway","6/209",0.059330307355082,0.215746572200298,0,0,2.23771336922901,6.32072354362473,"DOCK4;SIPA1L1;MAGI2;GNAS;CALM1;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Glyoxylate and dicarboxylate metabolism","2/31",0.0628300721417309,0.220456393479758,0,0,5.18741774151092,14.3552524606994,"MDH1;DLD","Pvalb","VehicleVsPCB_in_WTs"
"Propanoate metabolism","2/31",0.0628300721417309,0.220456393479758,0,0,5.18741774151092,14.3552524606994,"LDHB;DLD","Pvalb","VehicleVsPCB_in_WTs"
"Glutamatergic synapse","4/114",0.0644513651805674,0.222246086829543,0,0,2.7448951048951,7.52607518358841,"GNAS;DLGAP1;GRIA3;GRIA4","Pvalb","VehicleVsPCB_in_WTs"
"Leukocyte transendothelial migration","4/115",0.0661143333969348,0.224116384396389,0,0,2.72002772002772,7.38860091313096,"THY1;ARHGAP5;ACTG1;MYL12B","Pvalb","VehicleVsPCB_in_WTs"
"Bile secretion","3/72",0.069851625288668,0.232838750962227,0,0,3.27619523571548,8.71920678402079,"GNAS;ATP1A3;ATP1B1","Pvalb","VehicleVsPCB_in_WTs"
"Influenza A","5/168",0.0722870341609629,0.237006669380206,0,0,2.31814198071867,6.09001513751042,"HSPA8;GSK3B;CYCS;VDAC1;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Alanine, aspartate and glutamate metabolism","2/37",0.0855306883454319,0.275905446275587,0,0,4.29683751363141,10.5654079949076,"GOT1;GAD1","Pvalb","VehicleVsPCB_in_WTs"
"Aldosterone-regulated sodium reabsorption","2/38",0.0895241812598101,0.284203750031143,0,0,4.17726887192536,10.080779520323,"ATP1A3;ATP1B1","Pvalb","VehicleVsPCB_in_WTs"
"Glycine, serine and threonine metabolism","2/40",0.0976713608594169,0.303890397230429,0,0,3.95701084773001,9.20458850239387,"PGAM1;DLD","Pvalb","VehicleVsPCB_in_WTs"
"ErbB signaling pathway","3/84",0.0997678825893167,0.303890397230429,0,0,2.78913012629488,6.42869103321059,"GSK3B;ERBB4;CAMK2A","Pvalb","VehicleVsPCB_in_WTs"
"Phenylalanine, tyrosine and tryptophan biosynthesis","1/8",0.100864499147844,0.303890397230429,0,0,10.7164584464965,24.5833119355331,"GOT1","Pvalb","VehicleVsPCB_in_WTs"
"PI3K-Akt signaling pathway","8/357",0.101803283072194,0.303890397230429,0,0,1.73594197707736,3.96612907236987,"GSK3B;HSP90AA1;HSP90AB1;ERBB4;PPP2R2B;MAGI2;HSP90B1;YWHAH","Pvalb","VehicleVsPCB_in_WTs"
"Hypertrophic cardiomyopathy (HCM)","3/86",0.105183894519097,0.309364395644402,0,0,2.72164520149564,6.12926769730099,"TPM1;ATP2A2;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Viral myocarditis","3/87",0.107934566306719,0.312853815381793,0,0,2.68910782703886,5.98657279476737,"CYCS;EIF4G2;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Carbohydrate digestion and absorption","2/43",0.110261635988486,0.315033245681389,0,0,3.66691491342394,8.08517786313861,"ATP1A3;ATP1B1","Pvalb","VehicleVsPCB_in_WTs"
"GnRH signaling pathway","3/90",0.116351618851896,0.327751039019425,0,0,2.59598361738671,5.58432024162573,"CAMK2A;GNAS;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Taurine and hypotaurine metabolism","1/11",0.136017891860928,0.374194524415373,0,0,7.50038022813688,14.9630248740226,"GAD1","Pvalb","VehicleVsPCB_in_WTs"
"Cholesterol metabolism","2/49",0.136581001411611,0.374194524415373,0,0,3.19782361539711,6.36634692704303,"VDAC3;VDAC1","Pvalb","VehicleVsPCB_in_WTs"
"Phosphatidylinositol signaling system","3/98",0.139923678350939,0.376250924227561,0,0,2.37640653357532,4.67357929992476,"DGKB;PPIP5K2;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Arginine and proline metabolism","2/50",0.141094096585335,0.376250924227561,0,0,3.13104325699746,6.13161049194209,"GOT1;CKB","Pvalb","VehicleVsPCB_in_WTs"
"Cushing syndrome","4/159",0.159299184088218,0.413764114514851,0,0,1.94352357320099,3.57019679927058,"GSK3B;CAMK2A;GNAS;PBX1","Pvalb","VehicleVsPCB_in_WTs"
"Hippo signaling pathway","4/159",0.159299184088218,0.413764114514851,0,0,1.94352357320099,3.57019679927058,"GSK3B;PPP2R2B;ACTG1;YWHAH","Pvalb","VehicleVsPCB_in_WTs"
"Hepatitis C","4/160",0.161811841828211,0.414902158533874,0,0,1.93096646942801,3.51690995287327,"GSK3B;PPP2R2B;CYCS;YWHAH","Pvalb","VehicleVsPCB_in_WTs"
"Fatty acid biosynthesis","1/14",0.169801902727816,0.429404875024139,0,0,5.76864580286634,10.2285173951173,"ACSL3","Pvalb","VehicleVsPCB_in_WTs"
"Pathways in cancer","10/535",0.171761950009656,0.429404875024139,0,0,1.44064491938508,2.5379060317197,"GSK3B;HSP90AA1;HSP90AB1;TPR;CAMK2A;GNAS;CYCS;ELOB;CALM1;HSP90B1","Pvalb","VehicleVsPCB_in_WTs"
"Legionellosis","2/58",0.178206481933585,0.438519054352468,0,0,2.68266085059978,4.62708667360424,"HSPA8;CYCS","Pvalb","VehicleVsPCB_in_WTs"
"Tight junction","4/167",0.179792812284512,0.438519054352468,0,0,1.84738084001888,3.17001339982122,"HSPA4;PPP2R2B;ACTG1;MYL12B","Pvalb","VehicleVsPCB_in_WTs"
"Ribosome","4/170",0.187696885543139,0.452281651911179,0,0,1.81371640407785,3.03421501261781,"RPL23;RPSA;RPS2;UBA52","Pvalb","VehicleVsPCB_in_WTs"
"Long-term depression","2/61",0.192488384530772,0.458305677454219,0,0,2.54586621813947,4.1948733284509,"GNAS;GRIA3","Pvalb","VehicleVsPCB_in_WTs"
"Oocyte meiosis","3/116",0.197868905545765,0.4655738954018,0,0,1.99603295697284,3.23387391455756,"CAMK2A;CALM1;YWHAH","Pvalb","VehicleVsPCB_in_WTs"
"Axon guidance","4/180",0.214803915455291,0.494001200655863,0,0,1.70979020979021,2.62970810314329,"GSK3B;CAMK2A;SRGAP3;MYL12B","Pvalb","VehicleVsPCB_in_WTs"
"Neurotrophin signaling pathway","3/121",0.2148905222853,0.494001200655863,0,0,1.91096824469121,2.93835556506954,"GSK3B;CAMK2A;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Long-term potentiation","2/67",0.221446665728106,0.497165046354596,0,0,2.31015854374633,3.48273381352809,"CAMK2A;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Arginine biosynthesis","1/19",0.223208932308267,0.497165046354596,0,0,4.1651880016899,6.24631181601535,"GOT1","Pvalb","VehicleVsPCB_in_WTs"
"Platelet activation","3/125",0.228723940952267,0.497165046354596,0,0,1.84793668739401,2.72614919594424,"GNAS;ACTG1;MYL12B","Pvalb","VehicleVsPCB_in_WTs"
"Cellular senescence","4/185",0.228745007611059,0.497165046354596,0,0,1.66213344666383,2.45189183182677,"VDAC3;VDAC1;CALM1;SLC25A4","Pvalb","VehicleVsPCB_in_WTs"
"Cortisol synthesis and secretion","2/69",0.231181746554887,0.497165046354596,0,0,2.24097071892446,3.28201612292573,"GNAS;PBX1","Pvalb","VehicleVsPCB_in_WTs"
"Type I diabetes mellitus","2/69",0.231181746554887,0.497165046354596,0,0,2.24097071892446,3.28201612292573,"GAD1;CPE","Pvalb","VehicleVsPCB_in_WTs"
"Inflammatory mediator regulation of TRP channels","3/127",0.235703132826943,0.501496027291367,0,0,1.81794586577679,2.62726296495653,"CAMK2A;GNAS;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Adipocytokine signaling pathway","2/71",0.240943494651149,0.507249462423471,0,0,2.17579378249806,3.09657412171148,"ACSL3;PPARGC1A","Pvalb","VehicleVsPCB_in_WTs"
"Arrhythmogenic right ventricular cardiomyopathy (ARVC)","2/72",0.245831834368424,0.512149654934216,0,0,2.14460196292257,3.00910726369543,"ATP2A2;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Bacterial invasion of epithelial cells","2/74",0.255618597152112,0.52556955499617,0,0,2.08481764206955,2.84383469989225,"CLTC;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Glioma","2/75",0.260515154564036,0.52556955499617,0,0,2.05615392659207,2.76572081261082,"CAMK2A;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Phenylalanine metabolism","1/23",0.263458915273579,0.52556955499617,0,0,3.4071897684065,4.54470679321155,"GOT1","Pvalb","VehicleVsPCB_in_WTs"
"Terpenoid backbone biosynthesis","1/23",0.263458915273579,0.52556955499617,0,0,3.4071897684065,4.54470679321155,"PDSS1","Pvalb","VehicleVsPCB_in_WTs"
"Renin secretion","2/76",0.265412625273066,0.52556955499617,0,0,2.0282649061275,2.69043171333211,"GNAS;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Focal adhesion","4/199",0.26886570373294,0.527187654378314,0,0,1.54169625246548,2.02508473167929,"GSK3B;ARHGAP5;MYL12B;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Apelin signaling pathway","3/138",0.27466485676947,0.533329818969844,0,0,1.6688803746275,2.15653327344659,"MEF2C;CALM1;PPARGC1A","Pvalb","VehicleVsPCB_in_WTs"
"Insulin signaling pathway","3/139",0.278244006641197,0.534403401521925,0,0,1.65652467883705,2.11912050703581,"GSK3B;CALM1;PPARGC1A","Pvalb","VehicleVsPCB_in_WTs"
"Proteoglycans in cancer","4/203",0.28056178579901,0.534403401521925,0,0,1.510398144569,1.91965760149334,"ERBB4;CAMK2A;ANK2;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Apoptosis","3/141",0.285415522467199,0.535401957863985,0,0,1.63235049142096,2.04665604247556,"CYCS;SPTAN1;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"NOD-like receptor signaling pathway","4/205",0.286440047457232,0.535401957863985,0,0,1.49521622655951,1.86935823670167,"HSP90AA1;HSP90AB1;VDAC3;VDAC1","Pvalb","VehicleVsPCB_in_WTs"
"Measles","3/144",0.296200335137998,0.543478927545975,0,0,1.59737507132958,1.94355699187312,"HSPA8;GSK3B;CYCS","Pvalb","VehicleVsPCB_in_WTs"
"ECM-receptor interaction","2/83",0.299649892286656,0.543478927545975,0,0,1.85232306097446,2.23230956124355,"SV2A;CD47","Pvalb","VehicleVsPCB_in_WTs"
"Butanoate metabolism","1/27",0.301630804788016,0.543478927545975,0,0,2.88242176074876,3.45473095430023,"GAD1","Pvalb","VehicleVsPCB_in_WTs"
"Phototransduction","1/27",0.301630804788016,0.543478927545975,0,0,2.88242176074876,3.45473095430023,"CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Mucin type O-glycan biosynthesis","1/28",0.310861725455053,0.54740259098807,0,0,2.77552457400366,3.24294255842009,"GALNTL6","Pvalb","VehicleVsPCB_in_WTs"
"Protein export","1/28",0.310861725455053,0.54740259098807,0,0,2.77552457400366,3.24294255842009,"SEC62","Pvalb","VehicleVsPCB_in_WTs"
"Neuroactive ligand-receptor interaction","6/348",0.3120194768632,0.54740259098807,0,0,1.3187814497484,1.53597112791917,"GABRA1;GLRB;GABRG3;GABRG2;GRIA3;GRIA4","Pvalb","VehicleVsPCB_in_WTs"
"Kaposi sarcoma-associated herpesvirus infection","4/216",0.319046549823644,0.551674291965249,0,0,1.41683599419448,1.61861931492093,"GSK3B;UBB;CYCS;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Fatty acid elongation","1/29",0.319971089339844,0.551674291965249,0,0,2.6762629005975,3.04966749983642,"TECR","Pvalb","VehicleVsPCB_in_WTs"
"Colorectal cancer","2/88",0.323957296606766,0.553773156592762,0,0,1.74418604651163,1.9659480915221,"GSK3B;CYCS","Pvalb","VehicleVsPCB_in_WTs"
"Progesterone-mediated oocyte maturation","2/90",0.33362321757213,0.560711290037194,0,0,1.70437196391395,1.8709624164404,"HSP90AA1;HSP90AB1","Pvalb","VehicleVsPCB_in_WTs"
"Protein digestion and absorption","2/90",0.33362321757213,0.560711290037194,0,0,1.70437196391395,1.8709624164404,"ATP1A3;ATP1B1","Pvalb","VehicleVsPCB_in_WTs"
"Biosynthesis of unsaturated fatty acids","1/32",0.346585683311653,0.568173251330578,0,0,2.4169017539556,2.56101002528959,"TECR","Pvalb","VehicleVsPCB_in_WTs"
"Pentose phosphate pathway","1/32",0.346585683311653,0.568173251330578,0,0,2.4169017539556,2.56101002528959,"ALDOA","Pvalb","VehicleVsPCB_in_WTs"
"beta-Alanine metabolism","1/32",0.346585683311653,0.568173251330578,0,0,2.4169017539556,2.56101002528959,"GAD1","Pvalb","VehicleVsPCB_in_WTs"
"Fructose and mannose metabolism","1/35",0.372162439352436,0.605142177808838,0,0,2.20331022142697,2.17780658633992,"ALDOA","Pvalb","VehicleVsPCB_in_WTs"
"RNA transport","3/167",0.379041892839897,0.611357891677253,0,0,1.3717409587889,1.33073762538788,"TPR;EIF1B;EIF4G2","Pvalb","VehicleVsPCB_in_WTs"
"Thyroid cancer","1/37",0.388657010788689,0.615164011642086,0,0,2.08069286016054,1.9663755259307,"TPR","Pvalb","VehicleVsPCB_in_WTs"
"Longevity regulating pathway","2/102",0.390629147392725,0.615164011642086,0,0,1.49893129770992,1.40899038527055,"HSPA8;PPARGC1A","Pvalb","VehicleVsPCB_in_WTs"
"Th17 cell differentiation","2/102",0.390629147392725,0.615164011642086,0,0,1.49893129770992,1.40899038527055,"HSP90AA1;HSP90AB1","Pvalb","VehicleVsPCB_in_WTs"
"Chagas disease (American trypanosomiasis)","2/103",0.395287045962722,0.617636009316752,0,0,1.48401481369511,1.37737807899708,"PPP2R2B;GNAS","Pvalb","VehicleVsPCB_in_WTs"
"Tyrosine metabolism","1/40",0.412592869520043,0.636541818046106,0,0,1.9203470800429,1.70007167167398,"GOT1","Pvalb","VehicleVsPCB_in_WTs"
"Parathyroid hormone synthesis, secretion and action","2/107",0.413752181729969,0.636541818046106,0,0,1.4271901126863,1.25947826125684,"MEF2C;GNAS","Pvalb","VehicleVsPCB_in_WTs"
"Toxoplasmosis","2/108",0.418325034814283,0.638664175288982,0,0,1.41365404004033,1.23199462356467,"HSPA8;CYCS","Pvalb","VehicleVsPCB_in_WTs"
"Insulin resistance","2/110",0.427416253503008,0.647600384095467,0,0,1.38733389878428,1.17922952437804,"GSK3B;PPARGC1A","Pvalb","VehicleVsPCB_in_WTs"
"Human cytomegalovirus infection","4/255",0.435225866022575,0.650095545217582,0,0,1.1942997241802,0.993526177185353,"GSK3B;GNAS;CYCS;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Transcriptional misregulation in cancer","3/183",0.43556401529578,0.650095545217582,0,0,1.24878671775223,1.03788350080542,"MEF2C;GRIA3;PBX1","Pvalb","VehicleVsPCB_in_WTs"
"Hedgehog signaling pathway","1/44",0.44306116200161,0.656386906669051,0,0,1.74135644177204,1.4175467801213,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Cocaine addiction","1/48",0.471954762530825,0.688985054789526,0,0,1.59283229512175,1.19601339423527,"GNAS","Pvalb","VehicleVsPCB_in_WTs"
"Tryptophan metabolism","1/48",0.471954762530825,0.688985054789526,0,0,1.59283229512175,1.19601339423527,"DLD","Pvalb","VehicleVsPCB_in_WTs"
"Cell cycle","2/123",0.484591518945455,0.694052227670546,0,0,1.2374613589048,0.896477609221087,"GSK3B;YWHAH","Pvalb","VehicleVsPCB_in_WTs"
"Fatty acid degradation","1/50",0.485836559369382,0.694052227670546,0,0,1.52766353689765,1.10279435111613,"ACSL3","Pvalb","VehicleVsPCB_in_WTs"
"N-Glycan biosynthesis","1/50",0.485836559369382,0.694052227670546,0,0,1.52766353689765,1.10279435111613,"MAN1A2","Pvalb","VehicleVsPCB_in_WTs"
"AMPK signaling pathway","2/126",0.497280085783328,0.703316566516472,0,0,1.2073380940655,0.843448636639159,"PPP2R2B;PPARGC1A","Pvalb","VehicleVsPCB_in_WTs"
"Amyotrophic lateral sclerosis (ALS)","1/52",0.499354762226695,0.703316566516472,0,0,1.46760605382838,1.01916213118281,"CYCS","Pvalb","VehicleVsPCB_in_WTs"
"Glycosaminoglycan biosynthesis","1/53",0.505980490704316,0.707665021964078,0,0,1.43930973968997,0.980540074773081,"EXTL2","Pvalb","VehicleVsPCB_in_WTs"
"Regulation of lipolysis in adipocytes","1/56",0.525338091657565,0.724604264355262,0,0,1.36059453854131,0.875832718117988,"GNAS","Pvalb","VehicleVsPCB_in_WTs"
"Valine, leucine and isoleucine degradation","1/56",0.525338091657565,0.724604264355262,0,0,1.36059453854131,0.875832718117988,"DLD","Pvalb","VehicleVsPCB_in_WTs"
"Ovarian steroidogenesis","1/57",0.531621205676357,0.728248226953914,0,0,1.33623030961434,0.844262462859328,"GNAS","Pvalb","VehicleVsPCB_in_WTs"
"Endometrial cancer","1/58",0.537821460504357,0.731729878237221,0,0,1.31272096591288,0.814187128486705,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Lysine degradation","1/59",0.543939944893313,0.735053979585559,0,0,1.29002228923561,0.785515771673484,"DLD","Pvalb","VehicleVsPCB_in_WTs"
"Vascular smooth muscle contraction","2/140",0.553791406141156,0.74124784694297,0,0,1.0840800973559,0.640655764910744,"GNAS;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Glycerolipid metabolism","1/61",0.555935885207227,0.74124784694297,0,0,1.2468948035488,0.732054814198996,"DGKB","Pvalb","VehicleVsPCB_in_WTs"
"Basal cell carcinoma","1/63",0.567617453972958,0.746865071017051,0,0,1.20654973629339,0.683278265759867,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Mitophagy","1/63",0.567617453972958,0.746865071017051,0,0,1.20654973629339,0.683278265759867,"UBB","Pvalb","VehicleVsPCB_in_WTs"
"Central carbon metabolism in cancer","1/64",0.573342922439237,0.749467872469591,0,0,1.1873377995051,0.660481908971756,"PGAM1","Pvalb","VehicleVsPCB_in_WTs"
"Aminoacyl-tRNA biosynthesis","1/66",0.584568256986965,0.758306467765216,0,0,1.15068733547821,0.617783003295564,"SARS","Pvalb","VehicleVsPCB_in_WTs"
"Phospholipase D signaling pathway","2/149",0.587687512518042,0.758306467765216,0,0,1.01724048397985,0.54072426381985,"DGKB;GNAS","Pvalb","VehicleVsPCB_in_WTs"
"Renal cell carcinoma","1/68",0.595499341477978,0.763460694202537,0,0,1.11622495885591,0.578600784102752,"ELOB","Pvalb","VehicleVsPCB_in_WTs"
"Human immunodeficiency virus 1 infection","3/238",0.610841493811085,0.765850060728813,0,0,0.953827341648325,0.470158450404388,"CYCS;ELOB;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"p53 signaling pathway","1/71",0.611361004704531,0.765850060728813,0,0,1.06822379141771,0.525638372738345,"CYCS","Pvalb","VehicleVsPCB_in_WTs"
"Adherens junction","1/72",0.616509298886694,0.765850060728813,0,0,1.05312483264607,0.509377391703644,"ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"B cell receptor signaling pathway","1/72",0.616509298886694,0.765850060728813,0,0,1.05312483264607,0.509377391703644,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Prolactin signaling pathway","1/72",0.616509298886694,0.765850060728813,0,0,1.05312483264607,0.509377391703644,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Wnt signaling pathway","2/160",0.626482474828906,0.771589010329045,0,0,0.945888491641705,0.442330071201069,"GSK3B;CAMK2A","Pvalb","VehicleVsPCB_in_WTs"
"Human T-cell leukemia virus 1 infection","3/245",0.630394941645141,0.771589010329045,0,0,0.925904816186948,0.427220597291352,"VDAC3;VDAC1;SLC25A4","Pvalb","VehicleVsPCB_in_WTs"
"Pertussis","1/76",0.636431903157555,0.771589010329045,0,0,0.996755386565273,0.45041168415327,"CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Hepatitis B","2/163",0.636560933521462,0.771589010329045,0,0,0.928120999478451,0.41920917625463,"VDAC3;CYCS","Pvalb","VehicleVsPCB_in_WTs"
"Salmonella infection","1/78",0.646003084713478,0.778316969534311,0,0,0.970766875709841,0.42417755721767,"ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Hepatocellular carcinoma","2/171",0.662395910313489,0.793288515345496,0,0,0.883824924341659,0.364040283140033,"GSK3B;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Peroxisome","1/84",0.67323645988933,0.801471976058726,0,0,0.90031609327042,0.35621785819079,"ACSL3","Pvalb","VehicleVsPCB_in_WTs"
"PPAR signaling pathway","1/85",0.677567912670266,0.801855517952977,0,0,0.88955277928662,0.34625440847573,"ACSL3","Pvalb","VehicleVsPCB_in_WTs"
"Gap junction","1/86",0.681842163689719,0.802167251399669,0,0,0.879042719749497,0.336635632678557,"GNAS","Pvalb","VehicleVsPCB_in_WTs"
"Taste transduction","1/88",0.690222060843368,0.8048856918396,0,0,0.858747432367466,0.318373659725636,"GABRA1","Pvalb","VehicleVsPCB_in_WTs"
"Endocytosis","3/269",0.692201694982056,0.8048856918396,0,0,0.841327456572466,0.309505777175298,"HSPA8;UBB;CLTC","Pvalb","VehicleVsPCB_in_WTs"
"Small cell lung cancer","1/92",0.706327893291577,0.816564038487372,0,0,0.820833159236201,0.285383752427804,"CYCS","Pvalb","VehicleVsPCB_in_WTs"
"mRNA surveillance pathway","1/96",0.721599360472998,0.828905090736522,0,0,0.7861116670002,0.256496599735423,"PPP2R2B","Pvalb","VehicleVsPCB_in_WTs"
"Glycerophospholipid metabolism","1/97",0.725291954394457,0.828905090736522,0,0,0.77788339670469,0.249841374604443,"DGKB","Pvalb","VehicleVsPCB_in_WTs"
"Choline metabolism in cancer","1/99",0.732531401404735,0.832422047050835,0,0,0.761930627764414,0.237150199446924,"DGKB","Pvalb","VehicleVsPCB_in_WTs"
"T cell receptor signaling pathway","1/101",0.739580767972364,0.83295986239496,0,0,0.746615969581749,0.225232970826914,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Alcoholism","2/199",0.741334277531514,0.83295986239496,0,0,0.757120161196575,0.22660881912775,"GNAS;CALM1","Pvalb","VehicleVsPCB_in_WTs"
"MAPK signaling pathway","3/294",0.747998667501404,0.835752701118887,0,0,0.768060986688786,0.223009643036065,"HSPA8;MEF2C;ERBB4","Pvalb","VehicleVsPCB_in_WTs"
"Amoebiasis","1/106",0.756404894633148,0.84044988292572,0,0,0.710881767155531,0.198462885001151,"GNAS","Pvalb","VehicleVsPCB_in_WTs"
"C-type lectin receptor signaling pathway","1/112",0.775170396441583,0.855115208500933,0,0,0.672250196965026,0.171203576049399,"CALM1","Pvalb","VehicleVsPCB_in_WTs"
"Cholinergic synapse","1/113",0.778154839735849,0.855115208500933,0,0,0.666214014122759,0.167106295814378,"CAMK2A","Pvalb","VehicleVsPCB_in_WTs"
"Regulation of actin cytoskeleton","2/217",0.783331481111755,0.856099979357109,0,0,0.693094265932895,0.169253151938934,"MYL12B;ACTG1","Pvalb","VehicleVsPCB_in_WTs"
"Viral carcinogenesis","2/229",0.807904671166217,0.874043120361804,0,0,0.656051383797962,0.139943113615304,"VDAC3;YWHAH","Pvalb","VehicleVsPCB_in_WTs"
"Sphingolipid signaling pathway","1/124",0.808489886334668,0.874043120361804,0,0,0.606293857615382,0.128890258525223,"PPP2R2B","Pvalb","VehicleVsPCB_in_WTs"
"Relaxin signaling pathway","1/131",0.825604138556021,0.880767361284209,0,0,0.573442527054694,0.109894452186803,"GNAS","Pvalb","VehicleVsPCB_in_WTs"
"Serotonergic synapse","1/132",0.827921319607156,0.880767361284209,0,0,0.569036078135431,0.10745515337106,"GNAS","Pvalb","VehicleVsPCB_in_WTs"
"Spliceosome","1/132",0.827921319607156,0.880767361284209,0,0,0.569036078135431,0.10745515337106,"HSPA8","Pvalb","VehicleVsPCB_in_WTs"
"Signaling pathways regulating pluripotency of stem cells","1/137",0.839055133958675,0.885467617600716,0,0,0.547975844330127,0.0961581768969557,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Ubiquitin mediated proteolysis","1/138",0.84119423672068,0.885467617600716,0,0,0.543948266770281,0.0940664350549856,"ELOB","Pvalb","VehicleVsPCB_in_WTs"
"Systemic lupus erythematosus","1/143",0.851472279363155,0.891594009804351,0,0,0.524661275638623,0.0843594126724893,"TROVE2","Pvalb","VehicleVsPCB_in_WTs"
"Breast cancer","1/147",0.859215371976458,0.895016012475477,0,0,0.51018282202198,0.0774129294412624,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Gastric cancer","1/150",0.864757575997224,0.896121840411631,0,0,0.499834128665119,0.0726289330345977,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Cell adhesion molecules (CAMs)","1/170",0.896542147238359,0.924270254884906,0,0,0.440232186649268,0.0480777456352533,"CNTNAP2","Pvalb","VehicleVsPCB_in_WTs"
"Chemokine signaling pathway","1/197",0.927971350363424,0.95176548755223,0,0,0.379064173197796,0.0283367220787678,"GSK3B","Pvalb","VehicleVsPCB_in_WTs"
"Epstein-Barr virus infection","1/229",0.953135065736679,0.970140682400884,0,0,0.325328530451604,0.0156153330234386,"CYCS","Pvalb","VehicleVsPCB_in_WTs"
"Ras signaling pathway","1/233",0.955588572164871,0.970140682400884,0,0,0.319653861282287,0.0145211788423985,"CALM1","Pvalb","VehicleVsPCB_in_WTs"
"MicroRNAs in cancer","1/281",0.976724941654105,0.986590850155662,0,0,0.264204236827811,0.0062220626700634,"TPM1","Pvalb","VehicleVsPCB_in_WTs"
"Herpes simplex virus 1 infection","1/433",0.997021270515839,0.999969204050525,0,0,0.169905647091959,0.000506858232630648,"CYCS","Pvalb","VehicleVsPCB_in_WTs"
